"product_id","product_position","promotion","seasonal","sales_volume","price","terms","section","season","material","origin","total_revenue","price_category"
124981,"Front of Store","",1,857,"80","jackets","WOMAN","Autumn","Denim","Bangladesh","68560","medium"
161909,"Aisle","","",982,"40","jackets","WOMAN","Spring","Wool Blend","Vietnam","39280","low"
129152,"End-cap","",1,970,"20","jackets","MAN","Autumn","Wool Blend","Spain","19400","low"
183243,"Front of Store",1,"",1453,"40","jackets","WOMAN","Autumn","Polyester","Brazil","58120","low"
198248,"Front of Store","","",870,"23","jackets","MAN","Autumn","Polyester","India","20010","low"
191230,"End-cap",1,"",1533,"22","jackets","WOMAN","Autumn","Cotton","Cambodia","33726","low"
187234,"Front of Store","",1,807,"50","jackets","WOMAN","Spring","Cotton","India","40350","low"
148888,"Front of Store",1,1,1604,"25","jackets","WOMAN","Autumn","Wool Blend","Bangladesh","40100","low"
110805,"Front of Store",1,1,1255,"22","jackets","MAN","Autumn","Viscose","China","27610","low"
179801,"Front of Store",1,1,1268,"23","jackets","MAN","Autumn","Cotton","China","29164","low"
134927,"Aisle","",1,1047,"24","jackets","WOMAN","Winter","Viscose","Bangladesh","25128","low"
123150,"End-cap","",1,744,"50","jackets","MAN","Autumn","Polyester","Spain","37200","low"
159145,"End-cap",1,1,1744,"33","jackets","WOMAN","Winter","Wool","Turkey","57552","low"
172364,"Aisle",1,1,1447,"32","jackets","WOMAN","Autumn","Viscose","India","46304","low"
178281,"End-cap","","",911,"40","jackets","WOMAN","Spring","Polyester","Vietnam","36440","low"
194339,"End-cap",1,"",1575,"17","jackets","WOMAN","Autumn","Viscose","Cambodia","26775","low"
174412,"Aisle",1,"",1440,"17","jackets","WOMAN","Spring","Viscose","Spain","24480","low"
114877,"Aisle","",1,942,"40","jackets","WOMAN","Spring","Polyester","Vietnam","37680","low"
140727,"End-cap","","",972,"22","jackets","WOMAN","Winter","Viscose","Bangladesh","21384","low"
133109,"Front of Store","",1,860,"46","jackets","WOMAN","Spring","Cotton","Bangladesh","39560","low"
127296,"Aisle","","",709,"46","jackets","MAN","Spring","Cotton","China","32614","low"
133757,"Aisle","",1,663,"100","jackets","WOMAN","Autumn","Wool","Spain","66300","high"
111760,"End-cap","","",876,"23","jackets","MAN","Spring","Wool Blend","Argentina","20148","low"
198375,"End-cap",1,1,1284,"20","jackets","WOMAN","Spring","Polyester","Turkey","25680","low"
168837,"Aisle","","",871,"23","jackets","MAN","Autumn","Polyester","Argentina","20033","low"
138505,"Front of Store",1,1,1330,"44","jackets","WOMAN","Autumn","Cotton","Morocco","58520","low"
116228,"End-cap","","",880,"75","jackets","WOMAN","Winter","Polyester","India","66000","medium"
167592,"Front of Store","","",815,"50","jackets","WOMAN","Autumn","Viscose","Argentina","40750","low"
133100,"End-cap","",1,851,"40","jackets","MAN","Autumn","Wool","India","34040","low"
119955,"Front of Store","","",749,"60","jackets","MAN","Autumn","Polyester","Morocco","44940","medium"
189349,"End-cap",1,"",1211,"87","jackets","WOMAN","Spring","Cotton","Bangladesh","105357","medium"
127478,"Front of Store","",1,899,"23","jackets","WOMAN","Spring","Cotton","Cambodia","20677","low"
180661,"Front of Store","","",908,"18","jackets","MAN","Winter","Wool Blend","China","16344","low"
186681,"End-cap","","",895,"29","jackets","WOMAN","Autumn","Acrylic","Bangladesh","25955","low"
133183,"Front of Store","",1,785,"30","jackets","WOMAN","Autumn","Polyester","Vietnam","23550","low"
173508,"Aisle","","",735,"20","jackets","MAN","Autumn","Viscose","Turkey","14700","low"
187930,"End-cap","","",980,"22","jackets","WOMAN","Autumn","Cotton","India","21560","low"
124088,"End-cap","",1,964,"36","jackets","WOMAN","Autumn","Viscose","Bangladesh","34704","low"
190238,"Front of Store","",1,826,"30","jackets","MAN","Spring","Denim","Spain","24780","low"
151925,"End-cap","",1,845,"30","jackets","WOMAN","Autumn","Cotton","Portugal","25350","low"
163234,"Front of Store","","",923,"26","jackets","WOMAN","Spring","Denim","Turkey","23998","low"
135610,"Aisle",1,"",1297,"93","jackets","MAN","Winter","Wool Blend","Vietnam","120621","high"
117065,"Aisle","","",919,"50","jackets","WOMAN","Spring","Cotton","China","45950","low"
149315,"End-cap","","",896,"20","jackets","WOMAN","Autumn","Cotton","Cambodia","17920","low"
149510,"Aisle","","",815,"30","jackets","WOMAN","Autumn","Viscose","India","24450","low"
137990,"Aisle",1,1,1226,"42","jackets","MAN","Autumn","Polyester","Turkey","51492","low"
154016,"End-cap","",1,1012,"53","jackets","WOMAN","Winter","Wool","China","53636","medium"
117751,"Aisle","",1,784,"15","jackets","MAN","Spring","Viscose","Turkey","11760","low"
182362,"Front of Store","",1,723,"90","jackets","WOMAN","Spring","Cotton","Cambodia","65070","medium"
117725,"Aisle",1,"",1323,"36","jackets","WOMAN","Spring","Cotton","China","47628","low"
145289,"End-cap",1,"",1457,"38","jackets","WOMAN","Autumn","Cotton","India","55366","low"
173576,"End-cap","",1,789,"23","jackets","MAN","Spring","Polyester","Cambodia","18147","low"
175059,"Aisle","",1,891,"30","jackets","WOMAN","Spring","Wool Blend","China","26730","low"
199368,"Front of Store","","",936,"39","jackets","WOMAN","Winter","Wool","Bangladesh","36504","low"
162883,"Front of Store",1,"",1429,"29","jackets","MAN","Autumn","Polyester","China","41441","low"
135490,"Front of Store","","",797,"79","jackets","MAN","Winter","Polyester","Portugal","62963","medium"
125408,"End-cap",1,1,1448,"34","jackets","WOMAN","Spring","Cotton","Turkey","49232","low"
134763,"Front of Store","",1,1050,"65","jackets","WOMAN","Winter","Polyester","Spain","68250","medium"
143231,"Aisle","",1,920,"60","jackets","WOMAN","Autumn","Wool Blend","China","55200","medium"
125409,"End-cap","",1,687,"100","jackets","WOMAN","Autumn","Cotton","Bangladesh","68700","high"
183074,"Aisle",1,1,1407,"17","jackets","WOMAN","Spring","Denim","Turkey","23919","low"
147947,"Aisle","","",890,"23","jackets","WOMAN","Autumn","Cotton","Brazil","20470","low"
174171,"Front of Store",1,1,1395,"18","jackets","MAN","Autumn","Cotton","China","25110","low"
183064,"Front of Store",1,"",1289,"70","jackets","WOMAN","Summer","Linen","Spain","90230","medium"
177131,"Aisle","","",739,"66","jackets","MAN","Winter","Wool","Spain","48774","medium"
128179,"End-cap",1,1,1302,"17","jackets","MAN","Autumn","Acrylic","Vietnam","22134","low"
152723,"Aisle",1,1,1530,"20","jackets","WOMAN","Winter","Wool Blend","Bangladesh","30600","low"
123824,"Aisle","",1,962,"30","jackets","WOMAN","Autumn","Wool Blend","Bangladesh","28860","low"
166345,"Aisle",1,"",1079,"60","jackets","MAN","Autumn","Acrylic","China","64740","medium"
199279,"Aisle","","",903,"16","jackets","WOMAN","Autumn","Polyester","China","14448","low"
167981,"End-cap","","",925,"30","jackets","WOMAN","Autumn","Viscose","China","27750","low"
146839,"Aisle","","",1068,"29","jackets","WOMAN","Winter","Wool Blend","Turkey","30972","low"
187180,"Front of Store","","",708,"80","jackets","WOMAN","Autumn","Wool Blend","Spain","56640","medium"
167640,"End-cap",1,"",1620,"13","jackets","WOMAN","Autumn","Viscose","Turkey","21060","low"
165158,"Front of Store","","",1014,"20","jackets","WOMAN","Spring","Polyester","Spain","20280","low"
111521,"Front of Store",1,1,1275,"17","jackets","MAN","Autumn","Cotton","Bangladesh","21675","low"
120228,"End-cap",1,1,1177,"35","jackets","WOMAN","Autumn","Wool Blend","Morocco","41195","low"
133078,"Aisle",1,1,1827,"17","jackets","WOMAN","Winter","Cotton","India","31059","low"
137598,"Aisle",1,1,1232,"81","jackets","WOMAN","Autumn","Polyester","China","99792","medium"
138779,"Front of Store",1,1,1077,"76","jackets","MAN","Autumn","Polyester","India","81852","medium"
198329,"Front of Store",1,"",1848,"19","jackets","WOMAN","Winter","Viscose","Spain","35112","low"
110295,"End-cap",1,"",1312,"70","jackets","WOMAN","Autumn","Cotton","India","91840","medium"
196427,"Aisle",1,"",1432,"18","jackets","MAN","Autumn","Viscose","Vietnam","25776","low"
110075,"Front of Store","",1,864,"20","jackets","WOMAN","Autumn","Wool Blend","Portugal","17280","low"
132322,"Front of Store",1,1,1433,"34","jackets","WOMAN","Spring","Linen","Bangladesh","48722","low"
199631,"Front of Store","","",973,"29","jackets","MAN","Winter","Wool","India","28217","low"
182306,"Front of Store","",1,980,"34","jackets","WOMAN","Summer","Cotton","Brazil","33320","low"
194915,"Aisle",1,"",1495,"17","jackets","WOMAN","Autumn","Cotton","Morocco","25415","low"
131298,"End-cap",1,1,1590,"26","jackets","WOMAN","Summer","Linen","Spain","41340","low"
168571,"Aisle",1,"",1529,"24","jackets","MAN","Summer","Linen","Turkey","36696","low"
154224,"End-cap",1,1,1525,"29","jackets","WOMAN","Summer","Linen","China","44225","low"
171061,"Aisle",1,1,1518,"44","jackets","WOMAN","Winter","Cotton","Bangladesh","66792","low"
119049,"Aisle","","",770,"46","jackets","WOMAN","Spring","Linen Blend","Bangladesh","35420","low"
158781,"End-cap",1,1,1216,"56","jackets","MAN","Autumn","Polyester","Portugal","68096","medium"
151438,"Aisle","","",872,"30","jackets","MAN","Autumn","Viscose","Bangladesh","26160","low"
152871,"End-cap",1,1,1677,"18","jackets","MAN","Winter","Polyester","Spain","30186","low"
126806,"End-cap",1,1,1314,"62","jackets","WOMAN","Autumn","Wool Blend","China","81468","medium"
134104,"End-cap",1,"",1560,"21","jackets","WOMAN","Autumn","Cotton","China","32760","low"
120266,"Front of Store","",1,937,"16","jackets","WOMAN","Autumn","Cotton","India","14992","low"
173550,"End-cap","","",843,"20","jackets","WOMAN","Autumn","Viscose","Morocco","16860","low"
175927,"End-cap","","",738,"99","jackets","MAN","Winter","Wool Blend","Bangladesh","73062","high"
154278,"End-cap",1,1,1404,"80","jackets","WOMAN","Summer","Linen","Cambodia","112320","medium"
183537,"Front of Store","",1,942,"30","jackets","WOMAN","Autumn","Polyester","China","28260","low"
150424,"Front of Store","",1,887,"19","jackets","WOMAN","Autumn","Polyester","Spain","16853","low"
183825,"Aisle",1,1,1501,"32","jackets","WOMAN","Summer","Cotton","Bangladesh","48032","low"
144012,"Front of Store","","",798,"60","jackets","WOMAN","Spring","Linen","Cambodia","47880","medium"
147051,"Front of Store","",1,945,"55","jackets","MAN","Winter","Polyester","Vietnam","51975","medium"
185800,"End-cap",1,1,1323,"65","jackets","WOMAN","Winter","Viscose","Turkey","85995","medium"
197524,"Aisle",1,1,1300,"57","jackets","MAN","Summer","Cotton","Bangladesh","74100","medium"
148823,"Aisle","",1,953,"46","shoes","WOMAN","Spring","Cotton","Portugal","43838","low"
114550,"End-cap",1,1,1383,"20","shoes","WOMAN","Spring","Cotton","Bangladesh","27660","low"
125398,"Aisle","","",766,"22","shoes","MAN","Summer","Cotton","Turkey","16852","low"
123985,"End-cap","",1,854,"56","shoes","WOMAN","Winter","Polyester","India","47824","medium"
186638,"End-cap","","",828,"23","shoes","WOMAN","Autumn","Polyester","Bangladesh","19044","low"
167281,"End-cap","","",963,"32","shoes","WOMAN","Winter","Polyester","Bangladesh","30816","low"
118578,"End-cap",1,"",1467,"48","shoes","MAN","Summer","Polyester","India","70416","low"
174041,"End-cap",1,1,1519,"27","shoes","WOMAN","Autumn","Polyester","Bangladesh","41013","low"
127644,"Front of Store","","",694,"130","shoes","MAN","Winter","Cotton","Portugal","90220","high"
132007,"Aisle","",1,989,"22","shoes","MAN","Summer","Viscose","Turkey","21758","low"
147998,"Aisle",1,1,1510,"20","shoes","WOMAN","Summer","Cotton","China","30200","low"
176666,"Aisle",1,1,1243,"32","shoes","MAN","Autumn","Viscose","Portugal","39776","low"
193686,"Aisle",1,1,1413,"36","shoes","WOMAN","Spring","Viscose","China","50868","low"
163610,"Front of Store","",1,889,"75","shoes","WOMAN","Summer","Cotton","Vietnam","66675","medium"
170364,"Aisle","","",980,"23","shoes","WOMAN","Summer","Cotton","Morocco","22540","low"
167599,"Aisle",1,"",1391,"52","shoes","WOMAN","Spring","Cotton","India","72332","low"
166421,"End-cap",1,1,1255,"50","shoes","WOMAN","Spring","Viscose","Vietnam","62750","low"
129247,"Front of Store",1,1,1491,"20","shoes","WOMAN","Summer","Cotton","China","29820","low"
127314,"End-cap",1,1,1230,"104","shoes","WOMAN","Summer","Viscose","Bangladesh","127920","high"
111979,"Front of Store","",1,1063,"26","shoes","WOMAN","Summer","Polyester","Cambodia","27638","low"
120354,"Aisle",1,1,1374,"40","shoes","MAN","Summer","Viscose","India","54960","low"
144848,"Front of Store",1,1,1585,"31","shoes","MAN","Summer","Cotton","Vietnam","49135","low"
111957,"Aisle",1,1,1329,"41","shoes","WOMAN","Autumn","Viscose","Brazil","54489","low"
160763,"Front of Store","","",860,"54","shoes","WOMAN","Summer","Polyester","Bangladesh","46440","medium"
168270,"End-cap","","",712,"26","shoes","MAN","Autumn","Cotton","Spain","18512","low"
195082,"Front of Store","","",804,"67","shoes","MAN","Summer","Linen","Turkey","53868","medium"
110329,"Front of Store",1,1,1181,"51","shoes","MAN","Autumn","Polyester","Portugal","60231","low"
147449,"End-cap","","",833,"80","shoes","WOMAN","Spring","Cotton","China","66640","medium"
193332,"Aisle","","",931,"52","shoes","WOMAN","Summer","Viscose","India","48412","low"
146804,"Aisle","","",691,"131","shoes","MAN","Summer","Viscose","Turkey","90521","high"
188909,"Aisle",1,1,1365,"21","sweaters","WOMAN","Autumn","Wool Blend","Turkey","28665","low"
165910,"End-cap",1,1,1484,"22","sweaters","MAN","Winter","Wool Blend","China","32648","low"
136738,"Front of Store","","",895,"78","sweaters","WOMAN","Winter","Acrylic","India","69810","medium"
144497,"End-cap","","",836,"25","sweaters","WOMAN","Autumn","Wool","Portugal","20900","low"
135036,"End-cap","","",954,"22","sweaters","MAN","Winter","Wool Blend","Turkey","20988","low"
166331,"Aisle",1,1,1532,"55","sweaters","WOMAN","Winter","Wool","Pakistan","84260","medium"
139789,"Aisle",1,"",1738,"22","sweaters","WOMAN","Winter","Wool Blend","China","38236","low"
118569,"Aisle","","",962,"33","sweaters","MAN","Winter","Wool","India","31746","low"
155848,"End-cap",1,1,1470,"33","sweaters","WOMAN","Autumn","Wool Blend","Morocco","48510","low"
152563,"Front of Store","",1,1129,"51","sweaters","WOMAN","Winter","Polyester","India","57579","low"
115153,"Aisle",1,"",1380,"50","sweaters","MAN","Winter","Wool Blend","China","69000","low"
125938,"Aisle",1,"",1241,"83","sweaters","MAN","Winter","Wool Blend","Turkey","103003","medium"
122809,"End-cap",1,"",1420,"19","sweaters","WOMAN","Autumn","Wool","Vietnam","26980","low"
181502,"Front of Store",1,1,1663,"19","sweaters","WOMAN","Winter","Wool","China","31597","low"
182779,"End-cap",1,1,1255,"24","sweaters","WOMAN","Autumn","Wool","Bangladesh","30120","low"
155674,"Front of Store","","",1125,"39","sweaters","WOMAN","Winter","Wool Blend","Portugal","43875","low"
182866,"Aisle",1,"",1481,"53","sweaters","WOMAN","Winter","Acrylic","India","78493","medium"
148230,"Front of Store",1,1,1119,"48","sweaters","MAN","Autumn","Wool Blend","Bangladesh","53712","low"
126979,"Front of Store",1,1,1515,"74","sweaters","WOMAN","Winter","Wool Blend","China","112110","medium"
135521,"End-cap","",1,838,"64","sweaters","MAN","Winter","Wool Blend","China","53632","medium"
185809,"End-cap","","",694,"100","sweaters","MAN","Autumn","Wool Blend","Spain","69400","high"
171520,"End-cap",1,1,1564,"40","sweaters","MAN","Winter","Acrylic","Bangladesh","62560","low"
122926,"End-cap","","",934,"36","sweaters","WOMAN","Autumn","Wool Blend","India","33624","low"
150953,"Front of Store",1,1,1694,"21","sweaters","WOMAN","Winter","Wool","Portugal","35574","low"
115873,"End-cap",1,1,1381,"63","sweaters","WOMAN","Autumn","Polyester","Spain","87003","medium"
115581,"Aisle","",1,890,"23","sweaters","WOMAN","Autumn","Polyester","China","20470","low"
183634,"Front of Store",1,1,1502,"32","sweaters","WOMAN","Autumn","Wool","Turkey","48064","low"
122484,"Aisle","","",843,"87","sweaters","MAN","Winter","Wool","Morocco","73341","medium"
183574,"Aisle",1,"",1724,"25","sweaters","WOMAN","Winter","Wool Blend","China","43100","low"
185307,"Front of Store","",1,795,"36","sweaters","MAN","Autumn","Wool Blend","Portugal","28620","low"
118719,"End-cap",1,"",1287,"64","sweaters","WOMAN","Autumn","Wool","Vietnam","82368","medium"
134788,"Front of Store","",1,998,"68","sweaters","WOMAN","Winter","Wool","Bangladesh","67864","medium"
140142,"Front of Store","","",813,"66","sweaters","MAN","Winter","Wool Blend","Turkey","53658","medium"
153997,"End-cap",1,"",1416,"46","sweaters","WOMAN","Winter","Acrylic","China","65136","low"
123230,"Aisle","","",982,"20","jackets","WOMAN","Autumn","Polyester","Morocco","19640","low"
154676,"Aisle","","",919,"50","jackets","WOMAN","Autumn","Cotton","Brazil","45950","low"
152985,"Aisle",1,"",1279,"13","jackets","MAN","Spring","Cotton","India","16627","low"
175584,"Front of Store","",1,752,"80","jeans","WOMAN","Autumn","Cotton","Bangladesh","60160","medium"
147491,"End-cap","","",957,"26","jeans","WOMAN","Autumn","Cotton","China","24882","low"
198283,"End-cap","","",853,"41","jeans","WOMAN","Winter","Cotton","Cambodia","34973","low"
141547,"End-cap","","",983,"26","jeans","WOMAN","Winter","Denim","Argentina","25558","low"
156342,"Front of Store","","",845,"40","jeans","MAN","Autumn","Cotton","Spain","33800","low"
186083,"End-cap",1,"",1325,"26","jeans","MAN","Autumn","Cotton","India","34450","low"
171776,"Aisle","","",1026,"30","jeans","WOMAN","Autumn","Cotton","Bangladesh","30780","low"
134429,"Aisle",1,1,1420,"23","jeans","WOMAN","Spring","Cotton","Bangladesh","32660","low"
172816,"Aisle",1,"",1528,"18","sweaters","MAN","Winter","Wool","Brazil","27504","low"
136272,"End-cap",1,1,1252,"40","sweaters","MAN","Autumn","Acrylic","Portugal","50080","low"
193227,"End-cap",1,"",1225,"52","sweaters","MAN","Autumn","Wool Blend","Bangladesh","63700","low"
165786,"End-cap",1,"",1581,"41","sweaters","WOMAN","Winter","Acrylic","Cambodia","64821","low"
174708,"Front of Store","","",981,"18","sweaters","MAN","Winter","Wool","India","17658","low"
142257,"Aisle",1,"",1501,"42","t-shirts","WOMAN","Summer","Linen Blend","Cambodia","63042","low"
126146,"Aisle","",1,867,"26","t-shirts","WOMAN","Spring","Linen","India","22542","low"
129134,"Aisle",1,1,1489,"64","t-shirts","WOMAN","Summer","Cotton","Morocco","95296","medium"
129898,"End-cap",1,1,1511,"84","t-shirts","WOMAN","Summer","Linen","China","126924","medium"
189692,"End-cap",1,"",1356,"30","t-shirts","MAN","Spring","Linen","China","40680","low"
154846,"End-cap","","",822,"30","t-shirts","MAN","Spring","Linen","China","24660","low"
122307,"End-cap","","",811,"85","t-shirts","MAN","Summer","Cotton","Morocco","68935","medium"
182099,"Aisle","",1,1013,"29","t-shirts","WOMAN","Summer","Linen","Morocco","29377","low"
159816,"Front of Store",1,1,1611,"26","t-shirts","WOMAN","Spring","Linen Blend","Turkey","41886","low"
165326,"Aisle","","",820,"59","t-shirts","WOMAN","Spring","Cotton","Portugal","48380","medium"
185154,"Aisle","","",895,"30","t-shirts","WOMAN","Spring","Cotton","Morocco","26850","low"
141330,"Aisle","",1,862,"65","t-shirts","MAN","Summer","Linen","India","56030","medium"
158958,"End-cap","","",692,"95","t-shirts","MAN","Summer","Linen Blend","Turkey","65740","high"
155010,"Aisle",1,"",1351,"17","t-shirts","MAN","Autumn","Wool","Portugal","22967","low"
135857,"Aisle","",1,894,"25","t-shirts","MAN","Summer","Cotton","Cambodia","22350","low"
147690,"Aisle","","",762,"70","t-shirts","MAN","Spring","Linen","Bangladesh","53340","medium"
130321,"End-cap",1,1,1833,"15","t-shirts","WOMAN","Summer","Linen","China","27495","low"
196752,"End-cap","",1,834,"65","t-shirts","WOMAN","Summer","Linen","Vietnam","54210","medium"
181011,"Aisle","","",794,"90","shoes","WOMAN","Autumn","Cotton","Spain","71460","medium"
139967,"End-cap",1,1,1544,"20","t-shirts","MAN","Winter","Polyester","Pakistan","30880","low"
162699,"End-cap",1,1,1097,"71","sweaters","WOMAN","Autumn","Wool Blend","Vietnam","77887","medium"
119044,"Aisle","","",767,"80","sweaters","WOMAN","Autumn","Wool","China","61360","medium"
121348,"End-cap","","",900,"26","t-shirts","WOMAN","Spring","Linen Blend","Portugal","23400","low"
163982,"Front of Store","",1,709,"79","t-shirts","MAN","Autumn","Viscose","Morocco","56011","medium"
185774,"End-cap","","",815,"50","t-shirts","MAN","Autumn","Polyester","Vietnam","40750","low"
144651,"Aisle","","",935,"54","t-shirts","WOMAN","Winter","Wool","India","50490","medium"
195103,"Aisle",1,1,1160,"42","t-shirts","MAN","Spring","Viscose","Bangladesh","48720","low"
123047,"Aisle",1,1,1534,"18","t-shirts","WOMAN","Spring","Cotton","Spain","27612","low"
123077,"Front of Store","","",970,"66","t-shirts","WOMAN","Winter","Cotton","India","64020","medium"
171860,"Aisle","","",850,"26","t-shirts","WOMAN","Autumn","Denim","Morocco","22100","low"
149487,"Aisle",1,"",1341,"18","t-shirts","MAN","Autumn","Cotton","Bangladesh","24138","low"
168516,"Front of Store","",1,822,"69","t-shirts","WOMAN","Spring","Polyester","Brazil","56718","medium"
177771,"End-cap",1,"",1722,"19","t-shirts","WOMAN","Winter","Polyester","India","32718","low"
172015,"End-cap",1,1,1436,"23","t-shirts","WOMAN","Spring","Cotton","Vietnam","33028","low"
118985,"Aisle","","",946,"30","t-shirts","WOMAN","Autumn","Wool Blend","Portugal","28380","low"
112194,"Aisle",1,1,1468,"34","jackets","WOMAN","Spring","Linen Blend","Bangladesh","49912","low"
113435,"Aisle","",1,710,"80","jackets","WOMAN","Spring","Linen","India","56800","medium"
159182,"Front of Store","","",773,"26","jackets","MAN","Autumn","Viscose","Bangladesh","20098","low"
199233,"Aisle","",1,778,"50","jackets","MAN","Spring","Viscose","Spain","38900","low"
137044,"Aisle",1,1,1241,"42","jackets","WOMAN","Autumn","Cotton","Bangladesh","52122","low"
154736,"Front of Store","","",970,"56","jackets","WOMAN","Winter","Polyester","Morocco","54320","medium"
141434,"Front of Store",1,1,1484,"15","jackets","WOMAN","Autumn","Wool Blend","Vietnam","22260","low"
199632,"Aisle","",1,790,"36","jackets","WOMAN","Autumn","Cotton","Turkey","28440","low"
199633,"End-cap",1,1,1446,"25","jeans","MAN","Summer","Linen","Pakistan","36150","low"
199634,"Aisle",1,1,1620,"43","jackets","WOMAN","Winter","Wool Blend","Portugal","69660","low"
199635,"Aisle",1,"",1223,"38","sweaters","MAN","Autumn","Viscose","Morocco","46474","low"
199636,"Aisle",1,1,1238,"69","jackets","MAN","Autumn","Wool Blend","Turkey","85422","medium"
199637,"Front of Store",1,1,1408,"21","jackets","WOMAN","Spring","Linen","Portugal","29568","low"
199638,"Aisle","",1,996,"32","jeans","WOMAN","Winter","Wool","Portugal","31872","low"
199639,"Aisle","","",638,"120","t-shirts","WOMAN","Spring","Linen","China","76560","high"
199640,"Aisle","","",963,"20","jackets","WOMAN","Autumn","Viscose","Turkey","19260","low"
199641,"End-cap","","",882,"80","shoes","WOMAN","Autumn","Polyester","Bangladesh","70560","medium"
199642,"End-cap",1,1,1442,"48","jackets","WOMAN","Winter","Wool","Turkey","69216","low"
199643,"Aisle","",1,991,"25","jackets","MAN","Summer","Cotton","Portugal","24775","low"
199644,"Front of Store","","",973,"55","sweaters","WOMAN","Winter","Polyester","China","53515","medium"
199645,"Aisle","",1,808,"46","shoes","MAN","Spring","Linen","India","37168","low"
199646,"End-cap","",1,739,"36","shoes","MAN","Autumn","Wool Blend","China","26604","low"
199647,"Aisle",1,1,1484,"18","shoes","WOMAN","Spring","Linen","Portugal","26712","low"
199648,"Front of Store",1,1,1371,"20","jackets","WOMAN","Spring","Linen","Morocco","27420","low"
199649,"Aisle","","",768,"75","jackets","MAN","Summer","Wool","Brazil","57600","medium"
199650,"Aisle","",1,971,"29","shoes","WOMAN","Spring","Cotton","China","28159","low"
199651,"Front of Store","","",948,"16","jackets","WOMAN","Spring","Linen","India","15168","low"
199652,"Front of Store",1,"",1304,"84","jackets","WOMAN","Winter","Cotton","China","109536","medium"
199653,"End-cap",1,1,1377,"16","sweaters","MAN","Spring","Polyester","Bangladesh","22032","low"
199654,"Aisle",1,1,1253,"88","jackets","MAN","Winter","Wool Blend","Bangladesh","110264","medium"
199655,"Aisle",1,1,1330,"53","sweaters","WOMAN","Autumn","Wool Blend","Spain","70490","medium"
199656,"Front of Store",1,1,1258,"54","sweaters","MAN","Autumn","Acrylic","Brazil","67932","medium"
199657,"End-cap","",1,800,"39","jackets","MAN","Winter","Wool","Turkey","31200","low"
199658,"Aisle",1,"",1191,"22","jackets","MAN","Spring","Linen","Portugal","26202","low"
199659,"Front of Store","",1,947,"25","t-shirts","WOMAN","Winter","Wool","India","23675","low"
199660,"Aisle",1,"",1574,"43","jackets","WOMAN","Winter","Wool Blend","China","67682","low"
199661,"End-cap","","",899,"30","t-shirts","WOMAN","Spring","Viscose","Morocco","26970","low"
199662,"Aisle",1,1,1451,"25","jackets","WOMAN","Autumn","Wool Blend","India","36275","low"
199663,"Aisle",1,1,1370,"26","jeans","WOMAN","Autumn","Polyester","Bangladesh","35620","low"
199664,"End-cap","","",689,"70","sweaters","WOMAN","Autumn","Cotton","Turkey","48230","medium"
199665,"End-cap","",1,871,"36","jackets","MAN","Autumn","Polyester","Portugal","31356","low"
199666,"Aisle",1,"",1510,"17","t-shirts","WOMAN","Autumn","Polyester","Brazil","25670","low"
199667,"End-cap","",1,887,"66","jackets","WOMAN","Winter","Wool Blend","Spain","58542","medium"
199668,"Front of Store","","",916,"20","jackets","WOMAN","Autumn","Satin","Portugal","18320","low"
199669,"Front of Store","",1,926,"48","shoes","WOMAN","Winter","Wool","Bangladesh","44448","low"
